Gene Symbol	1B	2B	3B	8B	9B	10B	11B	13B	14B	16B	17B
MAGOHB	8.520391127	9.767921857	7.59249176	8.615268669	9.923524723	8.833105163	9.071182742	9.910484294	8.524822745	8.704365697	9.330425498
MAGT1	8.173391039	8.095109854	9.568111029	8.735800861	8.443925984	8.183413484	8.836931119	8.841796743	8.24052017	7.94640757	8.309820283
MAK	7.359440515	7.310601057	7.500370962	7.224298221	7.306501257	7.282932588	7.281973632	7.244995401	7.455966298	9.423042921	7.834545863
MAK16	12.32108959	12.4944046	12.76747846	12.47581521	12.87216204	12.40459277	12.94089023	12.31522576	12.66439547	12.21648953	12.37585378
MAL	10.19568586	10.71392763	7.668579282	11.03590598	7.229938291	7.416771987	12.75442029	10.24277223	7.63550683	8.808101126	9.966277804
MAL	10.79964506	11.11823818	10.27391964	9.419586321	11.13793994	11.30701618	11.40978911	11.01945569	9.643990622	10.07700986	11.69147086
MALL	9.165160466	7.067635983	9.890764799	7.806958659	9.43830073	7.077287508	9.570234297	9.032030932	9.045001407	11.11863183	10.71800547
MALT1	11.83154249	11.6400077	12.10211093	11.2133931	11.98489066	11.8304992	10.8940154	11.95016841	11.84479566	11.98466064	11.79807681
MALT1	7.255102301	8.268200534	9.299175535	8.341186332	8.742706206	7.54048227	7.663584965	9.61291336	7.586780061	8.225111983	9.013779741
MAML1	9.916813609	7.062260231	7.349568868	8.800092461	9.83682484	9.843660464	9.998437482	9.210355617	10.5114798	7.273915544	7.643862306
MAML1	12.57385008	12.65639847	11.45275169	12.57908105	11.04720857	12.79415486	12.10980449	11.0558713	12.2451318	11.27164779	11.33826827
MAML3	10.04266618	10.84939201	10.10897928	10.54946176	10.22216128	9.603579461	11.88430339	10.02117543	10.21639292	9.375713717	9.359014361
MAMLD1	9.946201787	9.378893179	9.341106275	8.72648833	10.47777717	7.541660307	9.958908877	9.620955759	10.00509384	10.69418508	10.13740015
MAN1A1	9.841195568	10.73863822	10.26650841	9.68909211	10.23570408	10.55626788	10.11619709	11.1108499	11.24242019	11.25162685	10.75107952
MAN1A2	10.57233455	11.16451265	7.910615625	10.98796557	11.49173471	10.07165157	7.072226247	10.24749219	12.05428452	10.55086425	10.88603721
MAN1B1	11.82788157	11.68944374	11.81154953	12.31041523	12.44143575	12.63158741	11.11976276	10.64909454	10.46574565	10.95370368	11.77212283
MAN1C1	7.14656982	8.796755828	7.028676391	7.722655999	7.019660509	8.930940544	7.076990165	8.473645443	9.066513779	9.459533802	10.54451079
MAN2A1	7.299636728	7.872328156	7.301436018	7.99451375	8.099153478	7.328341252	7.597274808	7.31042377	8.612262984	7.230391836	7.412928422
MAN2A2	8.010310852	8.122107431	9.485228446	8.779224131	9.730907567	8.77682427	8.642218105	8.082806791	8.834599876	9.723341127	9.734563165
MAN2B1	12.77855261	13.06278817	12.81928599	13.24569453	12.77666165	12.54303987	12.38228384	12.65926662	12.59167061	12.24439062	12.29306064
MAN2B2	11.84349154	11.98329373	12.11587325	12.43470192	12.07623673	12.01211979	12.60767752	11.92977216	11.74412638	11.78039197	11.81888389
MAN2C1	10.89365786	9.951186675	8.976799674	8.813652255	10.42021101	10.79663129	7.06317875	9.478091641	7.854061072	10.65872251	10.04509321
MANBA	12.0573048	11.97825396	12.43509063	12.09695066	11.85514105	11.62272094	11.03337076	12.8019292	12.21980151	12.89598622	12.36065727
MANEA	10.28074734	10.9872464	10.49715421	10.6324379	11.01463668	8.645380177	7.278468646	10.02930601	10.97562991	9.752121768	9.399392714
MANEA	7.065366418	6.996810244	7.051738913	7.000743415	7.162131677	6.956976266	6.888526673	7.079074989	7.127551953	7.16239301	7.007354578
MANF	15.0208131	14.60217071	14.80340552	14.72755157	14.65683677	14.64664155	14.56189386	15.35193122	14.98667885	14.84650417	15.11201068
MANSC1	8.064671275	9.306571617	7.293417362	8.516117119	9.251688199	9.882450882	7.171887067	10.92765007	7.357300976	9.188189257	10.059893
MAOA	13.47280834	14.34181804	12.43046196	12.75379896	12.08677708	13.65082337	14.55516044	13.9672463	14.14976035	14.39131821	13.82119757
MAOB	7.93471779	10.27470006	7.914411667	7.493303187	8.581551191	8.530945243	8.628239418	10.53745306	9.319490797	10.36819387	9.480620058
MAP1A	11.02328813	10.44368781	9.021899467	8.980502474	11.22464277	9.569226514	9.11839647	10.81429082	11.6067942	11.93197133	11.87066951
MAP1B	7.374220813	7.486318539	7.619902236	8.940863665	8.492129788	7.49655739	7.431806645	7.419671236	7.490420688	8.179663183	7.532718766
MAP1B	8.972322568	9.002300905	7.396615253	8.288906832	11.36768878	7.488759396	7.202323863	8.209775562	7.327288721	7.234423723	8.684108862
MAP1B	7.438616017	10.38808404	7.517637418	10.31372184	10.37249536	7.159816314	11.46657358	7.139097985	8.67459067	9.641798232	8.085037995
MAP1LC3B	12.49295429	13.13317214	12.2766433	11.96983563	11.84727833	12.8296037	11.38918579	13.0371913	13.45603932	13.07748007	12.37863504
MAP1LC3C	8.04537848	9.455847045	10.27847903	7.945970289	8.040384828	8.182084505	8.446453723	9.341984698	12.27945425	9.965230884	8.118880257
MAP1S	12.28984354	11.39111929	11.59075888	10.61292034	10.06168309	11.8132199	11.32457425	11.60004183	10.87427238	11.85360778	11.72922109
MAP2	12.13750442	11.29057032	13.7396773	11.11687964	11.35226284	11.45446922	11.93654978	11.17752649	12.23792227	11.78895102	10.82355979
MAP2	8.921233156	8.409381549	10.18886356	7.942574329	8.858474214	8.370352632	7.797814558	8.915527717	9.684305843	8.013297851	8.135511417
MAP2	7.859738099	7.657022721	8.475986551	7.571285774	7.873710612	8.05022033	8.210000874	7.526425427	7.891391345	7.780991141	7.561719608
MAP2	12.26866587	11.11976276	14.03460827	11.05664089	10.92588276	11.34625587	11.94456109	11.0388159	12.10521683	11.71219626	10.82173464
MAP2K1	12.19823405	12.19528154	12.50192912	12.33981462	11.44313836	11.82157605	12.41424809	12.6707502	12.82804822	12.91103023	12.60676818
MAP2K3	7.143180654	7.134328519	7.173728256	7.144820108	7.113374925	7.290818642	7.176403557	8.230071546	7.126410997	7.107262895	7.138057805
MAP2K3	12.83714497	12.65926662	13.14716163	12.75006573	12.30885675	11.85150408	12.56980373	12.34743832	12.1694009	12.15476539	11.38139292
MAP2K3	10.41648728	9.067197477	11.30492771	9.016806267	10.04547491	8.994036668	7.218060543	9.542005396	9.044378708	8.31055097	8.306712553
MAP2K3	10.08048932	9.085118253	10.80226121	8.759219088	9.465032528	8.54052974	8.851673896	8.918808488	9.206274454	8.067230598	8.49278694
MAP2K4	7.323246434	7.314893902	8.910525901	10.63328675	9.329615151	7.35058903	11.59008387	7.931089519	7.20854217	10.48206391	11.05096074
MAP2K5	13.53029011	13.02078184	13.43477753	12.51861708	12.70924675	13.44315205	12.49691422	13.13011358	12.74650089	13.38374265	13.02419378
MAP2K5	7.240948289	7.208200149	7.344882056	7.23784508	7.306501257	7.174178446	7.114194702	7.301808482	7.297063347	7.20963002	7.506004931
MAP2K6	7.722824619	7.095717775	8.731289453	7.144820108	7.789027445	7.048503336	7.200714793	6.948535754	7.097646567	7.095623557	7.148603188
MAP2K7	7.819295253	7.304631606	7.398475494	7.397925701	7.656080777	7.62811849	7.278468646	7.293371257	7.430335506	7.408064011	7.42247048
MAP3K10	7.590835507	7.746697362	7.869981962	7.669111755	8.19414476	7.757856502	8.137647896	7.878392088	7.77607751	7.438909417	7.482794164
MAP3K11	12.26823978	12.04960905	7.316996168	12.76795285	12.34294785	12.20525092	13.16429175	11.59043356	11.04653932	11.78808937	12.5649297
MAP3K12	9.59976377	9.427828559	9.480438337	10.10164166	9.204481348	9.182338285	9.595469869	9.254452935	9.097026642	9.338098508	9.132141802
MAP3K13	9.636276191	9.934026023	9.874185243	10.67208232	10.46273646	10.81865973	11.76140327	10.17825233	10.15155438	8.875099766	8.982443228
MAP3K14	8.953051744	10.00474604	10.71408469	9.655825851	8.628541593	9.175705051	7.625826244	10.03505938	9.486137698	10.50761507	10.39023947
MAP3K2	12.70695754	12.6606316	12.89704319	13.43749117	12.4335881	12.39507023	12.53511294	12.58193237	13.38304703	12.91973309	12.42450161
MAP3K3	8.486541359	10.35125596	9.814766451	10.23589999	11.25182872	9.089041244	7.708036103	9.491841408	9.334398269	7.489414095	9.798975678
MAP3K4	14.6863044	14.40960624	14.84839043	14.15937015	13.61367566	13.94782446	13.81366639	14.57803298	14.31528808	14.7891852	14.33270606
MAP3K4	9.363477608	7.773700866	8.44033857	9.208081994	10.13303991	7.972656908	7.852605865	9.085118253	9.545547349	8.798072552	10.0303113
MAP3K6	11.38852164	9.531586517	9.014631192	10.76167411	11.90588883	11.00738894	12.45379958	9.633333761	11.13086453	10.02663654	12.08859961
MAP3K7	11.90457776	12.30717503	12.08134296	12.31906611	12.17145087	12.06466073	12.40074336	12.0805567	12.52841245	12.12707666	12.26326222
MAP3K7	8.653484381	7.240908229	9.777108867	8.537612804	9.804761092	8.861290145	7.450210918	9.463678038	10.07341718	8.261935191	9.735245724
MAP3K8	9.009758395	9.068779015	10.59425054	10.80548815	8.425590702	9.842428199	9.59282561	10.90891263	11.31973122	11.01606134	11.66761587
MAP3K9	7.309580636	7.26056031	7.300471768	7.79111029	7.45270382	7.279378704	8.95932262	7.205323123	7.180334461	7.264874855	7.243475557
MAP4	12.63249838	12.75287348	12.60532036	12.89122323	13.23563975	12.51187439	12.10947767	11.94007048	12.76230724	11.73149053	11.58553118
MAP4	7.37141951	7.454672133	7.364326223	7.825097172	8.936723264	7.430461138	7.615407212	7.369221786	9.466217471	8.58429922	8.139132884
MAP4	10.0949114	10.99160215	11.53863515	10.52904068	11.6296829	10.78893041	9.606785052	9.388870449	11.10126147	10.20918746	10.1694652
MAP4K1	11.98026423	12.04819548	11.07263279	11.45749021	11.43498182	12.06339478	12.28941623	12.31078681	10.54503583	11.10727198	12.12824603
MAP4K1	7.675489149	7.642490678	8.300711315	7.532420562	7.674438617	7.781472084	7.836027794	7.54365919	7.948529007	7.533835025	8.308174989
MAP4K2	12.32688665	13.67809188	13.00018758	14.13163294	13.99295442	13.42454378	14.13601493	13.64492383	11.64692265	12.76502489	13.42831289
MAP4K3	11.51002524	11.62836523	11.73189618	10.10076138	10.80254481	11.74466074	9.45970066	10.40145464	12.51408627	11.17648109	10.00116517
MAP4K4	8.085330354	7.350340069	10.34125087	8.598246356	7.44557142	7.468193381	7.462550116	7.356808415	7.546163068	7.477342796	7.280822705
MAP4K4	9.928016651	10.95755718	7.945378231	11.27844821	11.31630786	10.40978752	12.03519176	10.88063901	7.736778044	10.82423276	10.78491586
MAP4K5	12.78348815	13.28437249	12.77371493	13.52272708	13.42831289	13.01265598	13.83517545	12.77315489	13.18626798	12.78877934	13.28312738
MAP4K5	11.89852861	12.32108959	12.58024519	12.70284868	12.38520088	12.11676107	11.90010962	12.0154126	12.70565233	11.92617455	11.93896711
MAP6D1	12.63813017	12.31078681	13.41023736	11.92690209	12.08989074	13.26934916	11.81674396	12.05656165	12.17703513	12.31116121	11.7845604
MAP7	12.70898706	9.995445474	11.39257285	9.793814971	10.31503561	12.03838394	9.04961854	11.7503295	12.06339478	11.72015206	11.41016324
MAP7D1	14.28113423	14.55390193	13.93742043	14.20804022	14.8246433	14.72021211	14.25700439	14.30026323	14.52077147	14.19540012	14.6759731
MAP9	9.095825987	9.839765159	8.638343912	11.41434295	10.10861195	9.99103364	8.615268669	9.277771674	10.04428489	8.932146698	9.568111029
MAPK1	10.0389061	10.84460486	11.20328908	9.627779479	11.62673104	7.090764923	11.2377361	10.00279839	9.891733588	11.05505092	11.50961595
MAPK1	12.97163127	13.31467453	12.86594721	12.92127559	12.87054517	12.7670604	12.74956997	12.54254041	13.41202902	12.27303974	11.83832238
MAPK1	10.15200697	9.263581527	10.57182207	9.159656346	10.91851419	10.25834556	9.808918256	9.228565753	9.877040009	10.3277416	11.09539303
MAPK10	7.625902814	9.440973846	8.176699696	12.05545291	7.532228197	11.4392843	11.41148441	9.419260134	11.21967457	10.67843028	10.13155512
MAPK10	9.659184914	10.91203659	7.050112625	10.75266304	9.147249795	12.08246821	7.023881167	8.994650966	10.83456288	9.100640812	8.720199441
MAPK10	7.038285276	7.030264981	7.11637048	7.003357679	8.184514276	7.006889916	7.10821353	6.975071611	7.117053374	7.193789839	7.031839359
MAPK10	7.943920296	7.745892246	8.603809797	8.412014079	7.901606794	8.963057998	8.277857962	7.706845867	8.149715483	7.767907889	7.901169928
MAPK10	8.948769562	8.587921079	8.105411173	9.127721171	7.603443683	10.49293768	7.927966225	8.41311106	8.870804353	9.974921283	8.268635155
MAPK11	10.42021101	9.787294675	7.225885127	9.907685537	10.65300172	10.20201604	7.431806645	9.180669945	8.037657855	9.979354297	9.370797095
MAPK11	8.05209791	9.25050555	9.943250934	8.383174831	9.003852057	9.096898715	8.412174969	8.388831184	8.170931801	9.467249455	8.297590423
MAPK12	7.928394464	8.57779934	8.520114244	7.642329435	7.931298278	8.004233547	8.305449773	7.687638662	8.003766373	7.81884163	7.922458699
MAPK13	14.29054477	13.75081221	14.03998409	14.38470488	13.58525041	14.3902371	13.28531202	13.60365128	13.62927404	13.77016798	13.53288653
MAPK14	7.209686796	7.242764942	7.398475494	7.249663788	7.385558019	7.422146301	7.746460413	7.332109045	7.494160438	7.226020338	7.317618429
MAPK14	8.93495562	10.49590735	10.74065975	9.667682153	11.2212511	10.39316947	7.094501025	10.26198612	7.140554043	10.58989867	9.078055228
MAPK14	12.25197515	12.16532507	11.76815319	11.29246995	11.63665572	11.98665474	11.29210431	10.98280049	10.61450124	11.35753203	10.88409613
MAPK1IP1L	11.11155441	10.8779361	12.16776856	9.364647197	10.12675348	10.51858395	10.21421146	11.61188209	12.40282741	12.79918024	12.16820973
MAPK3	15.23753315	15.22035296	15.03914781	13.10083412	15.40839245	15.78257262	13.5866288	15.20257619	15.35722191	15.25640206	15.25640206
MAPK3	11.28904774	11.39474547	8.024747507	12.21346075	11.06052242	11.94975398	11.35933829	11.29663733	10.47016866	10.80736225	11.7001801
MAPK4	10.89295647	7.573502631	10.5352418	7.706775538	7.530696018	7.820724179	8.105128915	7.484843349	7.721814593	8.79592089	7.393373342
MAPK6	13.24393303	13.00665236	13.66863595	13.71847938	12.56364478	12.78724729	13.51337511	13.2275349	14.00348938	13.72126406	12.93464498
MAPK7	11.64713101	11.13637783	11.89852861	10.67387026	13.01956713	10.74111575	11.54518246	11.90829718	10.95688227	11.84221252	12.88957744
MAPK7	7.385593185	8.444080381	7.343228454	8.358868047	7.332236033	7.322690728	7.38371113	7.346032413	7.188171203	8.357393963	7.213936032
MAPK7	7.898138199	7.663645216	8.532294206	7.672264754	7.90807729	8.125491057	8.120112744	7.691389346	7.909566219	7.790963617	7.595527088
MAPK8	8.211467489	8.866693845	8.537452554	9.909174093	8.535964397	8.395066976	7.958170837	7.773269512	8.952121795	7.880547349	7.977483997
MAPK8	9.647067613	9.283766139	9.510371258	8.838083468	9.239097992	9.87116797	8.711898718	9.601811636	10.74368884	8.732206358	8.881646768
MAPK8IP1	9.498774062	8.029661631	9.28859703	7.131683758	7.222227888	7.295275424	7.227603438	8.451013378	7.323111662	8.206799869	8.999005288
MAPK8IP2	7.19833085	7.166543123	7.15996371	8.424977176	7.131940045	7.212347088	7.059357883	7.207810152	7.186703946	7.207612023	7.141046163
MAPK8IP2	7.287455706	7.329290458	7.479253521	7.247507152	7.357900955	7.383004456	7.419237638	7.31999323	7.319676942	7.228467427	7.810657982
MAPK8IP2	9.364430506	7.129114948	7.075575409	9.750444828	7.073826428	11.06860427	7.310827766	6.998531569	7.191724765	6.997896417	9.141909705
MAPK8IP2	7.319695359	7.171136337	7.309208296	7.302752463	7.34185226	7.527815914	7.539314419	7.228393508	7.406263275	7.334739288	7.280546404
MAPK8IP3	12.57305379	12.59555038	12.14627043	13.0813876	13.49950774	13.05238455	13.15948867	12.22723653	9.499144314	11.96729453	12.87945463
MAPK8IP3	9.859531476	10.5575311	7.085024406	9.995065205	10.85821402	7.163711713	7.154091072	8.65141942	7.158156708	8.790235529	9.28508366
MAPK9	10.16981924	10.77973269	8.18677069	10.26435937	10.47678785	10.19983656	9.878161978	9.506220145	10.20328803	9.577997384	10.31999714
MAPKAP1	10.19606258	10.81213202	10.82618688	10.64909454	12.56117565	12.7203163	10.80054902	11.32512981	8.937715745	10.93077146	11.78687703
MAPKAP1	10.08488282	9.320745917	10.34772423	9.742835144	9.638881679	7.20578567	7.154091072	9.024839599	10.24949019	9.395519121	10.10935621
MAPKAPK2	11.31304755	11.02422395	9.173148597	11.39768942	10.45495195	10.94575992	10.67666806	9.920873404	9.931370743	7.802402448	10.4848432
MAPKAPK2	10.99177715	10.2922072	11.17256727	11.04500919	10.15889957	9.985897714	7.308836345	10.51353246	9.607934099	10.45115449	9.944305848
MAPKAPK3	14.18903054	14.24505423	14.55915527	14.22441528	13.88482515	13.99846647	14.23684111	14.26826083	14.10418681	14.15607437	14.01134266
MAPKAPK5	11.37682211	11.33195099	11.84221252	11.19515293	12.16776856	11.73748176	10.87923208	11.72471231	11.22327099	11.44022464	11.56321247
MAPKBP1	7.052632549	7.160886773	7.208025636	7.15964316	7.218632005	7.203100267	7.136123001	7.278195561	7.115637138	7.056230187	7.55555964
MAPRE1	13.3665977	13.34496787	13.35738974	13.17245386	12.72169653	13.19343722	12.51451304	13.21445469	13.82812359	13.29384409	12.96457684
MAPRE2	10.96011638	11.16900143	10.61966	10.58848736	11.62349285	10.83982486	10.61694865	11.56180467	12.37766506	11.56148119	12.32354246
MAPRE3	14.40612616	14.53050375	14.16029294	14.56492619	14.2822507	14.42786153	14.56876925	14.03998409	14.04979139	14.12060645	14.25700439
MAPT	9.739866437	10.61166029	7.437087979	10.10662947	7.291386639	12.35299193	7.297022968	7.280996104	12.51223994	9.072382626	10.60026357
MAPT	7.760468684	7.631653855	8.042880323	7.519329867	7.623501732	7.79481345	7.695521814	7.510144953	7.73999003	7.534455862	7.436753055
MAPT	10.62727654	7.198764969	11.87655377	10.05569327	7.302038356	12.17227906	11.111754	11.73784698	12.28430367	11.89247936	11.89293943
1-Mar	10.80848739	11.71796457	11.85804589	11.22844699	11.34318115	11.35687376	12.10904217	11.75578402	11.80277087	11.00955789	11.90397995
2-Mar	10.04683506	9.829030659	7.508325308	9.647067613	10.4177935	10.20365355	9.750444828	9.234546324	10.22460344	10.19333296	8.056374902
2-Mar	11.48700771	10.66703417	10.36857625	11.48915466	11.07717849	10.97562991	10.0357088	11.27289532	10.79631849	11.98873247	11.69513823
2-Mar	7.966742995	8.069011996	10.46477025	9.32674735	8.209888218	8.173527374	9.0036523	7.686581181	8.818762303	8.777891258	8.422613266
2-Mar	8.823275013	8.590427051	10.10267899	9.438467644	9.415117577	9.453690066	9.734071715	7.227541115	7.396881522	9.705857108	8.661181672
3-Mar	9.223075653	9.667045525	10.96844053	8.706103331	10.71834292	7.080746626	7.13126384	10.12985375	9.658480134	9.876711546	11.02528854
3-Mar	8.995670732	7.650736004	8.696257239	8.475986551	7.958892218	8.213823365	11.32527747	9.653912554	9.663058903	10.01180707	8.631630814
3-Mar	9.853096148	8.946829742	9.624733102	9.512247501	7.309309738	7.433564584	7.486940861	8.446185988	7.411512094	10.00362254	8.647082387
5-Mar	10.29155882	10.77169223	11.00045816	10.87938705	10.73613081	10.53035853	8.404233166	10.83019128	10.7017466	11.10771074	10.72153471
6-Mar	15.07063794	14.82621718	15.26383207	15.34773015	15.18712226	14.99893882	15.27584839	14.85878485	14.75054684	14.8277903	14.89687054
7-Mar	9.768719172	10.1140989	9.94294252	9.694547616	8.974837161	11.1969098	9.130295876	11.8132199	11.49786608	11.43325471	11.10240606
8-Mar	7.161111081	7.10364895	7.053854936	7.211908377	6.950903357	7.198271818	7.150289848	7.073629853	7.064393303	7.03251518	7.039613635
8-Mar	9.818172956	10.20429208	10.75659571	11.10829826	9.929232468	10.31861212	13.3403828	10.4210031	9.103148526	9.540460945	9.690365005
8-Mar	11.03390777	10.86213045	11.15661655	10.89069708	10.7430206	10.93850878	10.71690789	11.97228646	11.33635949	10.78460558	10.93739222
MARCKS	9.837019196	11.72622852	10.30669773	12.70695754	12.80838484	11.40320108	11.09766492	11.07455297	11.56432917	11.03637579	12.66377818
MARCKSL1	13.20883397	13.15498128	13.51337511	13.97686201	13.26304736	14.11122781	12.46986436	12.87579561	12.91863094	12.74696836	13.24452037
MARCO	10.78765336	9.065067619	12.24178989	11.72544987	11.97466279	10.23983159	10.83284823	12.05071953	11.55603929	12.71485128	11.68679638
MARK1	11.96284478	11.24360078	12.70190748	10.83420716	11.43105976	11.54479928	11.34114031	11.50961595	13.22428057	12.55734063	12.11881206
MARK2	7.171845485	7.251493308	7.220071136	7.384461725	7.243852563	7.195297563	7.165556002	7.163141103	7.383829874	7.239725987	7.249630205
MARK2	7.039378832	7.05897559	7.052677805	7.130410669	7.262600878	7.133041974	7.007354578	7.140641724	7.117760746	7.120159981	7.091449333
MARK2	8.449522062	7.183243277	7.190495124	9.289313165	7.210520033	7.339845578	7.434208368	7.265787898	7.205502737	7.234926502	8.323153222
MARK3	11.82308701	9.805842625	11.19822737	11.7507263	12.14002879	11.19443209	8.155213943	11.60716038	10.40264337	12.08331554	11.850709
MARK4	7.434029109	7.56639595	7.640684536	7.454109481	7.324691823	7.462914498	7.653253016	7.482794164	7.642829707	7.435639555	7.262312346
MARS	10.35091969	9.389927523	9.661235786	10.0544559	10.042498	9.523243641	8.084511971	10.3277416	9.939996719	10.41037808	9.826604372
MAS1	7.381763687	7.336329863	7.477542735	7.321104367	7.285119332	7.358377995	9.256844728	7.408268696	7.442524296	7.43289034	7.332877225
MASP1	8.030472558	7.752979613	8.775366124	7.883688525	7.941764106	8.183413484	8.584189725	8.911256197	8.188509367	8.045472742	7.602737941
MASP1	7.289892015	8.709738994	7.614909982	7.234972489	7.35505833	7.297022968	7.301004482	7.887803618	7.28714441	8.740670919	7.54272673
MASP1	7.699588904	8.574901169	8.072294515	7.431411351	7.681803643	7.584879652	7.942048995	7.984643706	7.822714249	9.539002791	7.706612658
MASP1	7.139585684	8.375461852	7.126525703	7.140088791	8.559797226	7.092811693	7.171887067	7.112194812	7.130896757	8.796217981	8.263216651
MASP2	7.113305882	7.05679712	7.016697114	7.000743415	7.142867855	7.080746626	7.011228072	7.035336062	7.141387113	7.093513865	7.046662319
MASP2	7.360837764	7.282214243	7.678783011	7.203523536	7.325771241	7.505086233	7.304805834	7.095292278	7.304352909	7.31025652	7.2667668
MASP2	7.400877576	7.265401932	7.350887931	7.196869655	7.211710119	7.371017428	7.242426282	7.210793897	7.18511713	7.227627621	7.166396754
MAST1	7.01827882	7.097646567	7.007490038	6.88142559	6.957290561	7.127714652	7.020858296	6.904961035	7.158868185	7.141138899	7.053102829
MAST2	7.56314439	7.900851715	8.173391039	7.720732547	8.295195643	7.723275197	7.894650908	7.853659799	7.814213103	7.718501672	7.75932138
MAST4	7.708553885	7.639403227	7.878983236	8.833938061	9.589598099	10.30935541	8.170430429	9.166834689	9.210674257	8.403542636	9.093899219
MAT1A	7.107835279	7.113131516	7.225885127	7.08587522	7.167301167	7.098778227	7.037755605	7.730356721	7.112216152	7.053912431	7.636815604
MAT2A	15.18070722	14.98667885	14.9450231	14.89065498	14.8346122	15.06795353	14.35695908	15.23486186	15.06795353	15.12409936	14.91954154
MAT2B	9.211494204	8.999005288	10.35278314	8.409199823	7.946091433	9.457851649	10.23407727	7.698247041	8.151885265	8.768586767	8.031737563
MAT2B	11.24912183	11.17098563	11.28538986	11.63739509	10.76396257	10.82932083	10.4643835	10.55828118	10.89328857	10.32600197	9.586344849
MAT2B	13.5547618	13.86115756	13.57964878	13.7247021	13.47343642	13.45273347	13.89561356	13.97793321	13.8668952	13.54392407	13.48349348
MATK	8.145461963	8.285808085	7.138230538	7.348877222	9.479826555	8.851082093	9.901402047	7.160481223	7.110739831	7.235468155	7.526146438
MATK	7.894196262	7.640341294	8.366438554	7.560957098	7.846853259	7.816602384	8.102687284	7.740543337	8.074562909	7.565692596	7.513071986
MATK	14.07011095	13.65722861	13.85534125	11.44865251	14.30414461	14.19729459	13.0813876	14.02758132	13.13164906	12.89327863	14.11822388
MATN1	9.974075259	8.720026232	8.179512029	7.45270382	10.72275935	10.08048932	10.79631849	9.328911576	10.37638776	9.55956835	8.96890664
MATN2	10.39530219	14.29557979	10.9108374	13.51927891	12.58242548	12.72439908	14.2089079	14.55516044	13.42700188	14.50984947	14.62633092
MATN2	7.411222613	9.168309142	7.898524815	7.986469531	8.27849081	7.803253965	7.625826244	8.48468347	9.769915292	9.017259955	8.310994919
MATN3	7.439455966	7.295228666	7.470979621	7.64489882	8.285808085	7.324691823	7.576585745	7.304115407	7.410548492	7.194822874	7.768239059
MATN4	7.115573426	7.246658849	7.23022805	7.136330864	7.073826428	7.23076314	7.067368525	7.084953224	7.001448607	7.125936218	7.101144652
MATN4	7.194499389	7.093732651	7.349568868	7.190944921	7.087692933	7.164706658	7.227603438	7.097294661	7.139777306	7.108004537	7.125551223
MATN4	7.390209111	7.149634016	7.290423475	7.060269094	7.218632005	7.198271818	7.168384564	7.204577554	7.06309716	7.182902458	7.122763357
MATR3	7.087912744	8.615987322	7.162372629	7.000743415	7.118878726	7.168081541	7.083236372	6.997316901	7.067950002	8.490749838	8.329372901
MATR3	12.93665138	13.02590659	13.18089516	13.45076285	12.38962315	12.94240158	13.28747965	13.0779927	13.01211411	12.88072695	12.78205096
MATR3	9.144575446	7.656549405	8.150170506	8.514912237	7.45270382	7.661400385	7.701299687	8.898953803	7.791036953	9.245551274	8.19241766
MATR3	13.09748173	13.29635606	13.10198116	13.1111192	13.76800523	13.22303907	13.22362946	13.28374986	13.83796872	12.57950059	12.81784622
MAU2	11.84767648	11.76766003	11.47487396	12.29563762	11.76062078	12.28038157	11.17648109	12.20525092	12.0527249	12.54212364	12.12632903
MAVS	12.06509477	10.26600281	12.43318451	10.95955624	10.73575312	11.98408147	7.833630861	10.73782093	10.9346615	11.52192612	11.06780363
MAX	7.178642926	9.354026922	7.094773171	8.363760584	8.822570155	7.343475122	7.476684932	8.649538629	7.136602536	9.326883526	7.939490013
MAX	10.57891811	11.53260854	11.26122886	11.44923991	11.54091313	11.26723435	10.7877768	10.71498351	9.782288405	9.441622894	10.8779361
MAX	8.917020951	8.407232382	7.267837137	9.936330488	10.51858395	9.447250251	8.775496474	9.393749974	8.877953059	8.240677948	9.367029027
MAX	9.511237068	9.431202549	11.42384307	10.96155793	9.637813199	11.28304494	7.820847279	10.86142198	10.21310557	10.08327561	11.26319007
MAX	11.95256241	12.37941442	11.79995977	12.00015312	11.92121126	12.09620521	11.89293943	11.76292513	12.30587063	11.1476405	11.43196207
MAZ	10.02994775	9.731699532	10.35125596	10.16716261	9.145817921	9.883120708	9.368035574	9.387870582	9.753172294	9.348843634	8.835691877
MAZ	7.120590732	7.249416033	10.27074226	9.110269277	9.231761342	7.218416424	7.306734547	7.095292278	7.289915523	7.214705745	8.107773021
MAZ	9.064755315	10.70655456	7.691511947	11.61455166	11.74980532	10.91463171	7.570214168	10.28035202	9.936131784	8.574257108	9.898336163
MB	9.758124996	9.537520525	10.99065142	11.49474438	7.66319202	11.20811502	11.29920581	8.328334076	10.86034553	9.109721868	10.28966911
MB	7.283825182	7.224372011	7.699043854	7.190944921	7.479665607	7.49655739	10.35471629	7.230989688	7.334110336	7.295013329	7.097158979
MB	7.069208525	7.094391607	7.064703102	8.404555587	8.858474214	7.205017079	7.10821353	7.159572975	7.101847032	7.012525073	7.184586462
MB	7.88901156	7.258940306	7.264299606	7.220557827	7.373866572	8.063421181	7.316000486	7.154001053	7.117760746	7.120159981	7.168213253
